"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Solomon Islands","SLB","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Population in largest city","EN.URB.LCTY","119017","122176","125423","130035","138902","148347","158448","169237","180777","193069","206216","220257","235277","251274","268384","284039","298481","313615","329539","346271","363878","382327","401740","422138","443602","466094","483408","495876","508683","521785","535242","549047","563228","577734","592635","607920","623621","639683","656181","673106","690490","708274","726542","745281","764530","785524","808125","831376","855330","879905","905221","931266","958098","985626","1013984","1043158","1073214","1104136","1135949","1168424","1201900","1236425","1272145","1309168",
"El Salvador","SLV","Population in largest city","EN.URB.LCTY","311194","326221","342035","358616","376025","394228","413339","433376","454415","476412","499507","523658","540940","558742","577156","596178","615853","636121","657085","678741","701141","724216","748084","772738","798240","824511","851684","879752","908787","938695","969631","1001587","1034642","1044569","1046986","1049408","1051840","1054270","1056710","1059155","1061609","1064062","1066524","1068992","1071469","1073945","1076430","1078921","1081421","1083919","1086428","1088941","1091465","1093987","1096518","1099055","1101602","1104147","1106698","1105662","1105766","1107305","1110681","1116052",
"San Marino","SMR","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Population in largest city","EN.URB.LCTY","93923","100879","108361","116398","127855","143560","161221","181054","203359","228340","256430","287975","323453","363185","407863","444981","464428","484668","505820","527895","550966","574977","600127","648176","700125","747230","797577","851315","908756","969899","1035248","1105000","1115275","1125616","1136068","1146617","1157279","1168010","1178855","1189802","1200865","1212000","1259866","1309622","1361416","1415108","1470995","1100208","1178934","1263053","1353302","1450000","1526976","1607810","1693044","1782796","1877307","1976828","2081624","2179855","2282009","2387920","2497463","2610483",
"Serbia","SRB","Population in largest city","EN.URB.LCTY","638101","662571","683648","705395","727866","750988","774877","799526","824996","851203","878280","903424","920836","938534","956597","975007","993798","1012898","1032392","1052262","1072542","1089033","1093478","1097941","1102429","1106923","1111441","1115977","1120539","1125106","1129699","1136350","1149167","1162093","1175182","1188419","1201823","1215341","1229030","1242873","1256892","1271030","1283400","1289908","1296457","1303021","1309628","1316268","1322952","1329650","1336392","1343168","1349747","1356261","1362815","1369401","1376019","1382669","1389351","1393717","1397939","1401786","1405192","1408144",
"Sub-Saharan Africa (excluding high income)","SSA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Population in largest city","EN.URB.LCTY","16477","18152","20000","22036","24282","26750","29473","32473","35784","39421","43434","47855","52734","57298","59658","62115","64677","67337","70111","72998","76009","79135","82395","85436","88071","90780","93577","96459","99435","102494","105651","108905","112265","116106","121598","127349","133381","139681","146287","153206","160463","168041","175989","184313","193043","202161","211722","221736","232239","243239","254761","266828","279467","292705","306569","321091","336300","352229","368914","385765","403215","421292","439993","459342",
"Sub-Saharan Africa","SSF","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Population in largest city","EN.URB.LCTY","238519","243133","247176","251287","255472","259715","264035","268426","272897","277429","282043","288896","297536","306410","315561","324985","334705","344687","354981","365583","376517","383912","389491","395151","400902","406720","412631","418628","424720","430884","437146","440985","439724","438470","437218","435969","434722","433482","432244","431010","429777","428603","427902","427203","426504","425808","424121","421451","418794","416160","413540","411517","414101","416694","419307","421937","424587","427245","429920","432508","434926","437120","439070","440787",
"Slovenia","SVN","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Population in largest city","EN.URB.LCTY","804595","827495","868218","910946","955839","1002812","1034645","1049617","1064827","1080215","1095847","1033207","1028502","1023832","1019177","1014543","1009924","1005338","1000767","996217","991681","991930","996974","1002044","1007147","1012261","1017409","1022583","1027790","1033010","1038263","1051209","1072208","1093567","1115381","1137631","1155126","1167554","1180134","1192848","1205718","1216110","1223997","1231936","1239937","1247968","1263550","1286995","1310908","1335197","1359972","1385646","1412295","1439380","1467023","1495198","1523953","1553180","1582968","1608037","1632798","1656571","1679050","1700066",
"Eswatini","SWZ","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Population in largest city","EN.URB.LCTY","580464","605922","634209","663817","694851","727244","761196","796732","833980","872860","913609","952737","992500","1033807","1076894","1121776","1168595","1217230","1267962","1320807","1375932","1433197","1465412","1491866","1518835","1546216","1574129","1602546","1631516","1660929","1690913","1721438","1752557","1784151","1816360","1864088","1927604","1993101","2060919","2131044","2203657","2278534","2356063","2436231","2519242","2604762","2693284","2784815","2879589","2977315","3078498","2346492","2293491","2241828","2191260","2222661","2254557","2286820","2319545","2353637","2392045","2439814","2502761","2584771",
"Turks and Caicos Islands","TCA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Population in largest city","EN.URB.LCTY","71280","79267","88162","94733","101770","109203","117189","125760","134970","144827","155419","166785","179000","195007","212470","231497","252258","274816","299426","311267","323593","336372","349674","363502","377897","392820","408355","424503","441314","458742","476883","495741","515373","535406","555139","575600","596844","618810","641617","665265","689818","715207","741567","768898","797277","826620","857086","888675","921474","955389","990552","1027010","1064809","1103999","1144632","1186761","1230440","1275726","1322679","1371524","1422547","1476115","1532588","1592324",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Population in largest city","EN.URB.LCTY","94904","105400","112666","120432","128745","137608","147093","157233","168087","179657","191650","203192","215446","228402","242157","256740","272223","288594","305974","324401","343964","364649","387190","411746","437895","465627","495156","526559","560000","588800","619124","651010","684585","719793","756863","795842","836887","879927","925245","972896","1023073","1075688","1131087","1189340","1250679","1315000","1343976","1373590","1403899","1434791","1466407","1498719","1531789","1565495","1599990","1635246","1671279","1708106","1745744","1785310","1827878","1874394","1925517","1981615",
"Thailand","THA","Population in largest city","EN.URB.LCTY","2150853","2231234","2314737","2401364","2491360","2584466","2681188","2781530","2885773","2993620","3109945","3244249","3384550","3530507","3682972","3842023","4008175","4181025","4361584","4549940","4723143","4829328","4938050","5049221","5163053","5279127","5397976","5519501","5643934","5770820","5888835","5935017","5981625","6028469","6075746","6123394","6171481","6219812","6268590","6317749","6395429","6561670","6732471","6907718","7087778","7272016","7461307","7655526","7855078","8059261","8269045","8484289","8705444","8931731","9164225","9402771","9647526","9898653","10156316","10350204","10539415","10722815","10899698","11069982",
"Tajikistan","TJK","Population in largest city","EN.URB.LCTY","239983","251391","263357","275893","289044","302784","317197","332295","348135","364683","379289","391112","403321","415875","428838","442205","456008","470203","484859","497111","506228","515486","524927","534541","544345","554300","564452","574790","585332","589935","587220","584517","581823","579149","576483","573830","571185","568560","565943","563338","567900","581598","595647","610035","624791","639862","655318","671148","687382","703963","720968","738383","756219","774485","793193","812352","831975","852071","872653","893826","915712","938444","962139","986899",
"Turkmenistan","TKM","Population in largest city","EN.URB.LCTY","179146","185736","192579","199674","207041","214658","222566","230766","239280","248083","255710","261736","267912","274216","280678","287292","294071","300990","308083","315472","323205","331106","339211","347514","356033","364736","373665","382812","392196","401783","411619","421695","432032","442593","453427","464527","475914","487548","499483","511710","524236","537069","550216","563685","577484","591620","606103","620940","636140","651712","667666","684010","700754","717908","735482","753486","771930","790827","810186","828065","846255","864695","883389","902353",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Population in largest city","EN.URB.LCTY","179979","188346","197113","206289","215906","225943","236461","247468","259005","271045","283663","296868","310707","325150","340287","356128","372729","390056","408214","427217","444958","449653","454405","459206","464065","468961","473917","478924","483992","489099","494267","499489","504774","510101","515491","520937","526450","532004","537626","543307","548271","548056","547842","547627","547412","547198","546984","546769","546555","546341","546127","545913","545699","545485","545272","545058","544844","544631","544417","544259","544207","544305","544579","545045",
"Tunisia","TUN","Population in largest city","EN.URB.LCTY","588271","601006","614036","627347","640967","654843","670169","691880","714325","737434","761324","785988","811487","837739","864879","892898","921865","951688","982519","1014349","1047256","1081135","1116160","1152319","1190764","1233560","1277956","1323951","1371667","1420964","1472105","1525087","1580052","1636839","1686610","1700091","1713700","1727379","1741186","1755104","1769153","1783275","1797529","1811897","1828955","1858568","1888701","1919324","1950485","1982065","2014201","2046858","2080091","2113769","2148041","2182869","2218261","2254227","2290777","2327822","2365201","2402680","2439404","2475446",
"Turkiye","TUR","Population in largest city","EN.URB.LCTY","1453353","1534902","1640147","1752608","1872951","2001192","2136617","2280326","2433920","2597394","2772095","2931066","3085926","3248509","3419899","3600332","3759125","3909144","4065369","4227838","4397037","4580127","4774228","4976556","5187754","5407297","5623536","5842560","6070435","6306534","6552160","6773134","6986256","7205470","7431880","7665403","7906601","8154694","8367184","8553323","8743868","9030318","9369562","9721551","10087275","10465694","10858861","11266798","11690655","12129224","12584885","13057664","13419412","13658365","13901910","14126772","14332066","14539767","14750771","14967667","15190336","15415197","15636243","15847768",
"Tuvalu","TUV","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Population in largest city","EN.URB.LCTY","162126","174346","187506","201659","216902","233251","250857","269792","295522","324691","356785","392051","430859","473386","520177","571594","628175","690177","758398","807484","854913","904986","958068","1014262","1073838","1136733","1203408","1273993","1348823","1411425","1473870","1539079","1607268","1678278","1752530","1830067","1911148","1995584","2083875","2176071","2272483","2372882","2477865","2617331","2767907","2926695","3094831","3272625","3460900","3659444","3869675","4091984","4327397","4575650","4838145","5115698","5409174","5719486","6047600","6368272","6701650","7046892","7404689","7775865",
"Uganda","UGA","Population in largest city","EN.URB.LCTY","137486","151339","166609","183421","201955","222304","244735","269430","296655","326546","339836","350668","361862","373380","385281","397562","410253","423311","436804","450728","468589","491444","515448","540624","567067","594725","623773","654240","686240","719711","754863","792274","832239","874101","918131","964379","1013026","1063982","1117577","1173872","1233086","1295111","1360348","1428872","1500949","1576448","1655857","1739266","1827000","1918900","2015559","2117087","2223879","2335743","2453399","2576982","2706790","2843137","2986352","3137690","3298364","3469510","3651919","3846102",
"Ukraine","UKR","Population in largest city","EN.URB.LCTY","1163046","1205024","1248578","1293706","1340531","1388914","1439115","1491130","1545100","1600867","1654796","1705736","1758317","1812367","1868157","1925664","1985024","2046043","2109026","2161832","2201380","2241539","2282488","2324185","2366703","2409878","2453903","2498731","2544442","2570607","2573834","2577064","2580303","2583537","2586780","2590026","2593281","2596532","2599791","2603053","2606325","2609592","2620088","2636113","2652258","2673214","2699241","2725520","2752093","2775203","2794810","2814555","2834468","2854466","2874632","2894942","2915423","2935992","2956706","2973335","2988176","3000604","3010209","3016789",
"Upper middle income","UMC","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Population in largest city","EN.URB.LCTY","1284958","1292480","1300058","1307679","1315356","1323057","1330813","1338615","1346474","1354356","1362296","1370283","1378327","1386397","1394524","1402912","1413053","1423239","1433513","1443860","1454297","1464780","1475354","1486004","1496745","1507535","1516381","1524350","1532372","1540415","1548510","1556648","1564840","1573053","1581320","1589631","1597189","1597988","1598789","1599589","1600392","1601192","1601994","1602797","1603601","1612740","1621967","1631247","1640593","1649967","1659407","1668901","1678462","1688078","1697749","1707475","1717257","1727095","1736989","1744700","1752388","1759906","1767243","1774396",
"United States","USA","Population in largest city","EN.URB.LCTY","14163521","14360388","14560269","14762931","14968700","15176758","15388002","15602185","15819651","16039538","16191180","16128515","16066007","16003912","15941972","15880271","15818725","15757586","15696599","15635849","15601401","15646170","15691130","15736220","15781501","15826788","15872267","15917876","15963680","16009490","16085599","16253492","16423372","16594553","16767758","16942770","17119854","17298295","17478845","17661279","17813371","17867738","17922346","17977121","18032139","18087174","18142453","18197900","18253594","18309304","18365262","18421391","18477769","18534163","18590808","18647626","18704696","18761941","18819361","18804722","18803552","18822570","18866532","18937269",
"Uzbekistan","UZB","Population in largest city","EN.URB.LCTY","963900","1001171","1039937","1080205","1122090","1165478","1210606","1257482","1306241","1356749","1402740","1442307","1483048","1524822","1567833","1612058","1657593","1704284","1752357","1791114","1817916","1845044","1872615","1900598","1929038","1957824","1987080","2016773","2046952","2074934","2100363","2113647","2114347","2115046","2115746","2116446","2117148","2120104","2125364","2130637","2134602","2137218","2145056","2152922","2160828","2168742","2176695","2184677","2192700","2218383","2244402","2270727","2297397","2324306","2351568","2379149","2407093","2435365","2463969","2490334","2517381","2545159","2573758","2603243",
"St. Vincent and the Grenadines","VCT","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Population in largest city","EN.URB.LCTY","1315531","1392520","1454464","1519164","1586838","1657327","1731051","1808055","1888597","1972490","2060234","2151881","2211612","2254051","2297364","2341509","2386565","2432361","2479100","2526737","2575358","2624776","2649954","2664306","2678755","2693243","2707828","2722493","2737258","2752062","2766966","2778062","2787487","2796918","2806395","2815903","2825457","2835017","2844622","2854260","2863944","2873634","2878541","2881060","2883585","2886105","2888630","2891158","2893692","2896221","2898755","2901292","2905549","2910359","2915185","2920018","2924866","2929709","2934560","2935501","2938992","2945858","2956813","2972145",
"British Virgin Islands","VGB","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Population in largest city","EN.URB.LCTY","1400000","1448551","1498856","1550908","1604843","1660497","1718163","1777831","1839658","1903455","1969558","2037957","2108830","2181962","2257737","2336143","2417386","2501219","2588081","2677959","2716087","2736454","2757003","2777705","2798592","2819578","2840750","2862081","2883603","2927031","3037805","3152771","3272256","3395922","3524441","3657824","3796450","3939926","4089033","4240851","4389369","4542659","4701524","4865945","5036354","5212238","5394520","5583176","5778704","5980513","6189370","6405520","6629220","6860731","7100328","7348291","7604915","7870501","8145361","8371428","8602317","8837544","9077158","9320866",
"Vanuatu","VUT","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Population in largest city","EN.URB.LCTY","121000","127622","134616","141993","149786","157983","166641","175773","185420","195567","206285","217590","229531","240722","243183","245669","249203","252778","256409","260092","263834","267619","293212","325693","361825","401848","444742","489651","539168","593534","653469","719456","792212","872094","960157","1032832","1089287","1148659","1211356","1277476","1347303","1420738","1498286","1580067","1666434","1741060","1804840","1870956","1939590","2010542","2084194","2160544","2239691","2321737","2406789","2494957","2586355","2681100","2779317","2874373","2972988","3075257","3181655","3292497",
"South Africa","ZAF","Population in largest city","EN.URB.LCTY","1147725","1174562","1202065","1230212","1259058","1288499","1318670","1349547","1381191","1413488","1443042","1453818","1464690","1475613","1486633","1497734","1508935","1520188","1531540","1551264","1609474","1669700","1732267","1797179","1864617","1925491","1969351","2014211","2060157","2107020","2155016","2206438","2264303","2323520","2384371","2446815","2555956","2676412","2794141","2917048","3045543","3179320","3292493","3399183","3509485","3623048","3740450","3861657","3986966","4115979","4249354","4387051","4529409","4676386","4828133","4984804","5146559","5313563","5485986","5635127","5782747","5926668","6065354","6198016",
"Zambia","ZMB","Population in largest city","EN.URB.LCTY","98968","106863","115399","125639","141668","159690","180034","202970","228866","257980","277523","296229","316224","337509","360259","384542","410498","438128","467660","499183","532878","553203","572857","593210","614316","636111","658712","682115","706384","731445","757433","784302","812155","840918","870740","901621","933641","966706","1000989","1036489","1073299","1121302","1176111","1233599","1293983","1357143","1423481","1493061","1566144","1642590","1722879","1807094","1895425","1988075","2085252","2187180","2294091","2406227","2523844","2646619","2774133","2905993","3041789","3181250",
"Zimbabwe","ZWE","Population in largest city","EN.URB.LCTY","247978","260705","274104","288191","303024","318576","334949","352163","370288","390272","416547","444591","474565","502040","516965","532332","548179","564452","581232","598510","616327","634623","653489","690785","733173","778035","825710","876306","930078","986988","1047467","1111651","1179865","1208710","1231714","1255156","1279077","1303387","1328193","1353471","1379266","1405480","1432229","1440013","1444905","1449799","1454718","1459652","1464611","1469572","1474557","1479559","1484585","1489614","1494660","1499723","1504803","1509901","1515016","1521311","1529920","1541824","1557740","1578128",
