Year,Month,Monthly Anomaly,Monthly Unc.,Annual Anomaly,Annual Unc.,Five-year Anomaly,Five-year Unc.,Ten-year Anomaly,Ten-year Unc.,Twenty-year Anomaly,Twenty-year Unc.
1879,6,-1.652,2.595,-0.761,0.495,0.069,0.726,-0.329,0.304,-0.321,0.212
1879,7,-0.157,0.962,-0.826,0.569,0.077,0.714,-0.321,0.305,-0.321,0.215
1879,8,-1.104,1.024,-0.839,0.525,0.064,0.684,-0.305,0.323,-0.322,0.215
1879,9,-1.323,0.915,-0.76,0.39,0.053,0.711,-0.317,0.313,-0.328,0.211
1879,10,-0.897,1.565,-0.655,0.406,0.031,0.696,-0.325,0.307,-0.326,0.209
1879,11,-0.693,1.013,-0.485,0.592,0.019,0.689,-0.315,0.319,-0.322,0.21
1879,12,-1.134,1.101,-0.272,0.872,0.008,0.696,-0.307,0.323,-0.308,0.215
1880,1,-0.077,2.214,-0.187,1.082,-0.041,0.66,-0.309,0.308,-0.305,0.217
1880,2,-0.194,2.212,0.043,1.384,-0.059,0.623,-0.307,0.302,-0.303,0.22
1880,3,0.303,3.143,0.162,1.648,-0.084,0.595,-0.307,0.299,-0.3,0.224
1880,4,0.381,2.65,0.221,1.9,-0.093,0.597,-0.289,0.311,-0.306,0.228
1880,5,0.728,2.172,0.32,2.079,-0.119,0.586,-0.275,0.315,-0.308,0.231
1880,6,0.905,1.892,0.443,2.183,-0.158,0.548,-0.266,0.326,-0.317,0.229
1880,7,0.865,2.319,0.468,2.098,-0.19,0.484,-0.246,0.344,-0.319,0.225
1880,8,1.655,3.362,0.444,1.933,-0.235,0.442,-0.238,0.36,-0.317,0.224
1880,9,0.108,3.063,0.441,1.772,-0.273,0.418,-0.231,0.367,-0.307,0.222
1880,10,-0.196,2.047,0.382,1.534,-0.309,0.407,-0.233,0.358,-0.311,0.224
1880,11,0.498,1.693,0.324,1.381,-0.304,0.413,-0.22,0.343,-0.309,0.225
1880,12,0.338,1.222,0.236,1.307,-0.317,0.382,-0.229,0.306,-0.307,0.226
1881,1,0.225,1.394,0.133,1.141,-0.338,0.353,-0.233,0.284,-0.302,0.226
1881,2,-0.481,0.827,-0.098,0.778,-0.363,0.34,-0.239,0.286,-0.293,0.228
1881,3,0.261,1.28,-0.111,0.586,-0.381,0.327,-0.243,0.28,-0.288,0.23
1881,4,-0.323,0.977,-0.135,0.451,-0.393,0.301,-0.237,0.288,-0.289,0.231
1881,5,0.03,0.91,-0.215,0.405,-0.407,0.301,-0.247,0.289,-0.291,0.232
1881,6,-0.143,1.151,-0.28,0.39,-0.414,0.28,-0.254,0.294,-0.288,0.233
1881,7,-0.373,0.937,-0.348,0.462,-0.452,0.237,-0.261,0.308,-0.289,0.229
1881,8,-1.121,1.724,-0.385,0.593,-0.474,0.223,-0.269,0.313,-0.293,0.225
1881,9,-0.046,0.809,-0.453,0.644,-0.478,0.224,-0.271,0.311,-0.293,0.224
1881,10,-0.49,1.05,-0.483,0.642,-0.472,0.228,-0.275,0.307,-0.292,0.222
1881,11,-0.461,0.858,-0.548,0.695,-0.464,0.239,-0.266,0.311,-0.288,0.222
1881,12,-0.435,0.976,-0.595,0.741,-0.447,0.259,-0.262,0.291,-0.29,0.222
1882,1,-0.592,2.465,-0.678,0.781,-0.449,0.276,-0.254,0.305,-0.291,0.226
1882,2,-0.928,2.217,-0.66,0.776,-0.418,0.294,-0.254,0.304,-0.289,0.23
1882,3,-0.548,0.898,-0.756,0.819,-0.416,0.29,-0.267,0.31,-0.284,0.236
1882,4,-0.692,0.86,-0.743,0.746,-0.415,0.304,-0.275,0.305,-0.283,0.233
1882,5,-0.746,1.077,-0.787,0.761,-0.409,0.315,-0.286,0.301,-0.286,0.229
1882,6,-0.704,0.789,-0.922,0.782,-0.4,0.31,-0.292,0.299,-0.285,0.226
1882,7,-1.378,1.095,-0.975,0.732,-0.409,0.282,-0.313,0.283,-0.288,0.221
1882,8,-0.898,1.764,-0.947,0.549,-0.409,0.253,-0.313,0.294,-0.293,0.219
1882,9,-1.194,0.983,-0.905,0.582,-0.436,0.223,-0.318,0.283,-0.297,0.219
1882,10,-0.341,0.792,-0.875,0.451,-0.42,0.213,-0.315,0.289,-0.296,0.215
1882,11,-0.983,0.838,-0.843,0.423,-0.412,0.199,-0.323,0.283,-0.296,0.216
1882,12,-2.059,1.096,-0.761,0.446,-0.427,0.188,-0.319,0.278,-0.298,0.22
1883,1,-1.228,1.691,-0.665,0.411,-0.43,0.18,-0.34,0.253,-0.301,0.226
1883,2,-0.589,1.083,-0.753,0.404,-0.464,0.182,-0.359,0.235,-0.306,0.226
1883,3,-0.045,0.819,-0.709,0.351,-0.468,0.191,-0.383,0.225,-0.303,0.224
1883,4,-0.334,1.659,-0.726,0.4,-0.478,0.209,-0.407,0.205,-0.306,0.225
1883,5,-0.358,0.744,-0.67,0.357,-0.479,0.24,-0.406,0.21,-0.315,0.23
1883,6,0.279,0.866,-0.552,0.362,-0.479,0.266,-0.42,0.197,-0.321,0.229
1883,7,-0.228,0.809,-0.579,0.424,-0.485,0.306,-0.435,0.178,-0.326,0.228
1883,8,-1.958,1.657,-0.646,0.589,-0.498,0.305,-0.433,0.174,-0.336,0.228
1883,9,-0.661,0.79,-0.712,0.643,-0.502,0.312,-0.425,0.171,-0.343,0.231
1883,10,-0.543,0.963,-0.73,0.694,-0.493,0.298,-0.408,0.17,-0.345,0.228
1883,11,-0.315,1.089,-0.77,0.623,-0.516,0.294,-0.4,0.169,-0.348,0.224
1883,12,-0.644,1.295,-0.842,0.498,-0.536,0.293,-0.385,0.17,-0.35,0.226
1884,1,-1.547,2.678,-0.85,0.425,-0.557,0.296,-0.38,0.177,-0.345,0.233
1884,2,-1.39,2.041,-0.624,0.322,-0.571,0.276,-0.37,0.18,-0.339,0.237
1884,3,-0.846,1.301,-0.668,0.369,-0.584,0.285,-0.355,0.182,-0.338,0.241
1884,4,-0.544,1.065,-0.692,0.337,-0.592,0.283,-0.337,0.182,-0.342,0.243
1884,5,-0.847,0.967,-0.693,0.346,-0.588,0.283,-0.319,0.18,-0.341,0.241
1884,6,-0.577,1.644,-0.689,0.341,-0.592,0.304,-0.317,0.174,-0.348,0.239
1884,7,-0.323,1.476,-0.612,0.304,-0.585,0.258,-0.312,0.174,-0.349,0.232
1884,8,0.747,1.252,-0.514,0.36,-0.573,0.239,-0.308,0.173,-0.346,0.236
1884,9,-1.186,1.208,-0.553,0.39,-0.588,0.246,-0.314,0.169,-0.349,0.236
1884,10,-0.835,0.79,-0.395,0.418,-0.582,0.244,-0.312,0.17,-0.346,0.234
1884,11,-0.318,0.92,-0.223,0.415,-0.591,0.247,-0.306,0.174,-0.34,0.237
1884,12,-0.608,1.225,-0.174,0.396,-0.592,0.255,-0.28,0.186,-0.335,0.242
1885,1,-0.623,0.792,-0.088,0.378,-0.585,0.258,-0.278,0.176,-0.335,0.235
1885,2,-0.207,0.731,-0.187,0.376,-0.568,0.202,-0.275,0.17,-0.339,0.232
1885,3,-1.31,0.9,-0.096,0.463,-0.551,0.199,-0.276,0.168,-0.336,0.227
1885,4,1.342,1.504,-0.093,0.427,-0.536,0.19,-0.287,0.165,-0.334,0.228
1885,5,1.221,0.917,-0.032,0.393,-0.527,0.192,-0.297,0.164,-0.333,0.228
1885,6,0.013,1.073,0.05,0.434,-0.48,0.181,-0.317,0.159,-0.331,0.23
1885,7,0.711,0.976,0.09,0.481,-0.491,0.182,-0.328,0.157,-0.327,0.237
1885,8,-0.44,1.289,0.003,0.462,-0.484,0.18,-0.35,0.163,-0.323,0.24
1885,9,-0.102,1.037,0.113,0.455,-0.494,0.179,-0.351,0.17,-0.324,0.238
1885,10,-0.798,0.953,0.016,0.433,-0.505,0.189,-0.358,0.172,-0.324,0.235
1885,11,0.414,1.964,-0.194,0.403,-0.508,0.191,-0.368,0.172,-0.321,0.231
1885,12,0.377,1.62,-0.311,0.367,-0.522,0.203,-0.376,0.178,-0.323,0.218
1886,1,-0.142,1.993,-0.504,0.38,-0.532,0.22,-0.381,0.188,-0.33,0.213
1886,2,-1.248,0.741,-0.633,0.428,-0.503,0.225,-0.375,0.183,-0.328,0.213
1886,3,0.011,0.808,-0.691,0.495,-0.469,0.251,-0.378,0.186,-0.333,0.213
1886,4,0.176,0.892,-0.704,0.507,-0.423,0.269,-0.375,0.182,-0.337,0.216
1886,5,-1.302,0.848,-0.757,0.412,-0.393,0.282,-0.378,0.184,-0.341,0.215
1886,6,-1.385,1.052,-0.846,0.428,-0.355,0.266,-0.373,0.191,-0.34,0.217
1886,7,-1.608,0.972,-0.851,0.322,-0.308,0.265,-0.375,0.191,-0.341,0.221
1886,8,-1.985,0.771,-0.763,0.35,-0.265,0.267,-0.376,0.191,-0.339,0.222
1886,9,-0.8,0.929,-0.882,0.348,-0.232,0.274,-0.379,0.193,-0.339,0.221
1886,10,-0.958,1.018,-0.924,0.358,-0.202,0.281,-0.38,0.196,-0.339,0.218
1886,11,-0.226,0.946,-0.925,0.408,-0.173,0.285,-0.378,0.197,-0.334,0.218
1886,12,-0.69,2.022,-0.874,0.48,-0.188,0.282,-0.382,0.201,-0.324,0.215
1887,1,-0.193,1.38,-0.82,0.521,-0.175,0.278,-0.373,0.191,-0.321,0.216
1887,2,-0.193,0.838,-0.643,0.334,-0.198,0.277,-0.36,0.187,-0.323,0.214
1887,3,-1.415,0.811,-0.593,0.324,-0.212,0.266,-0.346,0.185,-0.327,0.214
1887,4,-0.339,0.745,-0.466,0.292,-0.209,0.264,-0.344,0.189,-0.326,0.208
1887,5,-1.311,1.161,-0.485,0.284,-0.203,0.268,-0.349,0.191,-0.323,0.205
1887,6,-0.767,1.125,-0.364,0.367,-0.16,0.27,-0.348,0.194,-0.326,0.208
1887,7,-0.961,1.092,-0.504,0.267,-0.148,0.273,-0.349,0.19,-0.34,0.205
1887,8,0.141,3.403,-0.499,0.31,-0.141,0.268,-0.351,0.192,-0.344,0.203
1887,9,-0.199,0.78,-0.435,0.32,-0.117,0.268,-0.349,0.19,-0.352,0.199
1887,10,0.564,1.524,-0.492,0.284,-0.154,0.259,-0.354,0.193,-0.357,0.198
1887,11,-0.451,0.762,-0.427,0.33,-0.182,0.261,-0.35,0.193,-0.362,0.197
1887,12,0.761,1.273,-0.412,0.347,-0.206,0.252,-0.339,0.188,-0.363,0.195
1888,1,-1.881,1.289,-0.397,0.288,-0.226,0.248,-0.331,0.193,-0.364,0.191
1888,2,-0.133,1.225,-0.427,0.394,-0.235,0.253,-0.339,0.193,-0.372,0.187
1888,3,-0.649,0.641,-0.297,0.5,-0.234,0.26,-0.343,0.198,-0.382,0.187
1888,4,-1.017,1.102,-0.159,0.711,-0.237,0.25,-0.349,0.198,-0.388,0.185
1888,5,-0.535,0.686,0.003,0.719,-0.257,0.231,-0.353,0.201,-0.389,0.184
1888,6,-0.583,1.125,0.073,0.733,-0.274,0.231,-0.364,0.209,-0.391,0.182
1888,7,-0.787,2.206,0.339,0.778,-0.277,0.235,-0.371,0.208,-0.395,0.182
1888,8,-0.209,1.442,0.447,0.897,-0.253,0.242,-0.372,0.211,-0.394,0.182
1888,9,1.355,2.147,0.596,0.968,-0.255,0.241,-0.382,0.21,-0.403,0.181
1888,10,2.222,1.769,0.784,0.924,-0.257,0.235,-0.391,0.21,-0.41,0.181
1888,11,1.492,0.951,0.904,0.895,-0.24,0.239,-0.404,0.209,-0.416,0.181
1888,12,1.603,1.082,0.83,0.749,-0.21,0.249,-0.404,0.21,-0.416,0.181
1889,1,1.31,1.412,0.935,0.625,-0.193,0.257,-0.38,0.219,-0.422,0.185
1889,2,1.164,0.948,0.9,0.557,-0.18,0.264,-0.359,0.227,-0.421,0.186
1889,3,1.138,1.266,0.618,0.442,-0.174,0.264,-0.355,0.229,-0.414,0.186
1889,4,1.24,0.871,0.376,0.418,-0.168,0.265,-0.357,0.229,-0.406,0.186
1889,5,0.9,0.828,0.256,0.407,-0.168,0.262,-0.353,0.229,-0.397,0.185
1889,6,-1.473,1.128,0.285,0.451,-0.171,0.26,-0.366,0.229,-0.394,0.183
1889,7,0.474,1.038,0.188,0.449,-0.161,0.257,-0.376,0.224,-0.393,0.183
1889,8,-0.631,1.167,0.107,0.482,-0.146,0.255,-0.387,0.223,-0.385,0.183
1889,9,-2.026,0.788,0.025,0.598,-0.105,0.268,-0.38,0.228,-0.381,0.183
1889,10,-0.675,0.697,-0.151,0.624,-0.106,0.265,-0.367,0.23,-0.378,0.182
1889,11,0.042,0.727,-0.265,0.649,-0.106,0.271,-0.365,0.229,-0.374,0.183
1889,12,1.962,1.641,-0.265,0.597,-0.103,0.28,-0.362,0.235,-0.374,0.185
1890,1,0.137,0.793,-0.345,0.485,-0.113,0.282,-0.361,0.237,-0.378,0.184
1890,2,0.201,0.899,-0.374,0.464,-0.134,0.275,-0.37,0.234,-0.38,0.186
1890,3,0.146,1.241,-0.205,0.526,-0.147,0.27,-0.366,0.232,-0.382,0.194
1890,4,-0.874,0.995,-0.234,0.571,-0.171,0.271,-0.379,0.224,-0.387,0.199
1890,5,-0.465,1.157,-0.303,0.641,-0.173,0.272,-0.391,0.221,-0.392,0.206
1890,6,-1.469,0.706,-0.52,0.515,-0.198,0.266,-0.396,0.217,-0.397,0.211
1890,7,-0.484,1.2,-0.556,0.489,-0.171,0.281,-0.408,0.214,-0.399,0.215
1890,8,-0.978,0.772,-0.556,0.55,-0.195,0.282,-0.408,0.216,-0.407,0.226
1890,9,-0.006,0.854,-0.577,0.499,-0.192,0.287,-0.417,0.216,-0.41,0.238
1890,10,-1.024,1.158,-0.502,0.461,-0.194,0.291,-0.414,0.219,-0.411,0.247
1890,11,-0.786,1.482,-0.487,0.424,-0.198,0.293,-0.421,0.216,-0.414,0.253
1890,12,-0.637,0.863,-0.33,0.456,-0.206,0.295,-0.418,0.219,-0.416,0.255
1891,1,-0.297,0.814,-0.337,0.504,-0.211,0.299,-0.427,0.222,-0.421,0.259
1891,2,0.199,1.481,-0.357,0.43,-0.241,0.306,-0.418,0.224,-0.422,0.26
1891,3,-0.102,0.856,-0.392,0.39,-0.296,0.308,-0.423,0.224,-0.427,0.263
1891,4,0.022,0.584,-0.357,0.361,-0.36,0.311,-0.436,0.223,-0.428,0.262
1891,5,-0.275,0.707,-0.311,0.368,-0.415,0.3,-0.436,0.226,-0.43,0.264
1891,6,0.404,0.923,-0.33,0.36,-0.452,0.294,-0.426,0.229,-0.433,0.266
1891,7,-0.558,0.675,-0.27,0.329,-0.452,0.292,-0.421,0.23,-0.43,0.267
1891,8,-1.225,1.193,-0.23,0.354,-0.454,0.305,-0.408,0.233,-0.428,0.263
1891,9,-0.43,0.663,-0.134,0.329,-0.477,0.311,-0.407,0.233,-0.431,0.264
1891,10,-0.595,1.152,-0.17,0.353,-0.511,0.311,-0.403,0.232,-0.432,0.268
1891,11,-0.24,0.687,-0.255,0.384,-0.532,0.317,-0.401,0.231,-0.436,0.272
1891,12,-0.863,1.089,-0.338,0.387,-0.544,0.319,-0.386,0.227,-0.442,0.274
1892,1,0.423,0.763,-0.419,0.353,-0.577,0.304,-0.387,0.226,-0.443,0.268
1892,2,0.684,0.842,-0.412,0.338,-0.576,0.298,-0.391,0.221,-0.439,0.262
1892,3,1.049,2.249,-0.456,0.32,-0.548,0.308,-0.387,0.219,-0.439,0.264
1892,4,-0.415,1.131,-0.483,0.305,-0.524,0.314,-0.376,0.219,-0.436,0.263
1892,5,-1.288,0.846,-0.51,0.29,-0.527,0.31,-0.36,0.219,-0.431,0.26
1892,6,-0.594,0.907,-0.5,0.367,-0.564,0.295,-0.36,0.222,-0.426,0.259
1892,7,-1.536,0.788,-0.557,0.393,-0.575,0.288,-0.367,0.224,-0.415,0.256
1892,8,-1.143,1.052,-0.743,0.398,-0.598,0.277,-0.375,0.238,-0.415,0.248
1892,9,-0.955,0.595,-0.868,0.323,-0.615,0.259,-0.387,0.237,-0.413,0.25
1892,10,-0.917,0.726,-0.929,0.352,-0.604,0.256,-0.399,0.241,-0.414,0.25
1892,11,-0.559,1.018,-0.889,0.368,-0.601,0.248,-0.401,0.246,-0.403,0.247
1892,12,-0.754,2.262,-0.928,0.35,-0.587,0.249,-0.406,0.252,-0.39,0.243
1893,1,-0.258,0.932,-0.89,0.358,-0.589,0.253,-0.388,0.259,-0.391,0.24
1893,2,-1.545,0.849,-0.963,0.372,-0.58,0.248,-0.385,0.266,-0.386,0.24
1893,3,-0.453,1.09,-1.041,0.397,-0.601,0.241,-0.38,0.275,-0.384,0.239
1893,4,-1.143,0.705,-1.102,0.402,-0.591,0.243,-0.368,0.273,-0.385,0.245
1893,5,-0.807,0.869,-1.204,0.375,-0.584,0.246,-0.371,0.272,-0.388,0.245
1893,6,-1.068,1.497,-1.195,0.403,-0.562,0.251,-0.361,0.267,-0.387,0.243
1893,7,-1.085,0.828,-1.064,0.446,-0.577,0.255,-0.355,0.264,-0.389,0.241
1893,8,-2.014,0.653,-0.848,0.43,-0.583,0.262,-0.355,0.262,-0.381,0.235
1893,9,-1.894,0.761,-0.832,0.41,-0.591,0.253,-0.38,0.249,-0.381,0.23
1893,10,-1.644,0.833,-0.803,0.419,-0.615,0.254,-0.413,0.238,-0.38,0.225
1893,11,-1.783,0.894,-0.767,0.434,-0.632,0.254,-0.433,0.237,-0.377,0.223
1893,12,-0.641,0.881,-0.86,0.474,-0.641,0.25,-0.448,0.239,-0.371,0.221
1894,1,1.312,1.172,-0.896,0.448,-0.65,0.249,-0.463,0.231,-0.367,0.217
1894,2,1.047,1.557,-0.775,0.439,-0.637,0.241,-0.472,0.227,-0.362,0.212
1894,3,-0.262,0.764,-0.646,0.427,-0.641,0.245,-0.472,0.222,-0.361,0.213
1894,4,-0.795,0.786,-0.446,0.444,-0.638,0.241,-0.474,0.223,-0.363,0.216
1894,5,-0.381,1.237,-0.309,0.463,-0.634,0.245,-0.475,0.227,-0.366,0.217
1894,6,-2.182,0.87,-0.274,0.452,-0.601,0.243,-0.471,0.236,-0.369,0.219
1894,7,-1.511,1.336,-0.427,0.404,-0.614,0.241,-0.473,0.241,-0.37,0.222
1894,8,-0.56,0.599,-0.616,0.329,-0.637,0.24,-0.463,0.251,-0.376,0.227
1894,9,-0.355,0.863,-0.664,0.356,-0.668,0.258,-0.449,0.257,-0.371,0.225
1894,10,0.757,0.904,-0.615,0.305,-0.646,0.262,-0.445,0.261,-0.37,0.224
1894,11,-0.135,0.65,-0.608,0.32,-0.614,0.265,-0.443,0.265,-0.371,0.227
1894,12,-0.228,0.907,-0.476,0.311,-0.617,0.264,-0.468,0.268,-0.372,0.228
1895,1,-0.519,0.933,-0.404,0.274,-0.62,0.277,-0.478,0.268,-0.373,0.23
1895,2,-1.216,0.938,-0.395,0.288,-0.617,0.28,-0.485,0.27,-0.372,0.229
1895,3,-0.841,2.064,-0.469,0.296,-0.627,0.285,-0.487,0.283,-0.373,0.227
1895,4,-0.207,1.131,-0.565,0.312,-0.626,0.285,-0.488,0.291,-0.38,0.23
1895,5,-0.306,0.734,-0.589,0.371,-0.629,0.306,-0.487,0.305,-0.382,0.229
1895,6,-0.596,0.802,-0.509,0.464,-0.614,0.344,-0.478,0.313,-0.381,0.225
1895,7,-0.645,0.684,-0.567,0.508,-0.605,0.37,-0.47,0.31,-0.384,0.221
1895,8,-0.452,0.827,-0.478,0.531,-0.574,0.376,-0.464,0.32,-0.383,0.22
1895,9,-1.245,0.92,-0.456,0.352,-0.569,0.387,-0.47,0.332,-0.383,0.22
1895,10,-0.394,0.662,-0.556,0.412,-0.542,0.388,-0.464,0.348,-0.376,0.22
1895,11,-0.416,1.223,-0.638,0.451,-0.543,0.384,-0.461,0.361,-0.379,0.213
1895,12,0.722,1.828,-0.603,0.482,-0.517,0.37,-0.455,0.355,-0.378,0.207
1896,1,-1.204,1.46,-0.641,0.516,-0.498,0.38,-0.461,0.353,-0.384,0.206
1896,2,-0.153,0.83,-0.637,0.509,-0.468,0.385,-0.468,0.362,-0.384,0.202
1896,3,-0.573,1.329,-0.592,0.56,-0.465,0.392,-0.475,0.364,-0.389,0.2
1896,4,-1.416,0.719,-0.596,0.604,-0.466,0.396,-0.48,0.368,-0.391,0.197
1896,5,-1.29,0.591,-0.557,0.567,-0.451,0.393,-0.482,0.37,-0.383,0.196
1896,6,-0.176,0.715,-0.527,0.476,-0.443,0.397,-0.493,0.368,-0.373,0.196
1896,7,-1.097,0.834,-0.456,0.391,-0.474,0.387,-0.485,0.371,-0.363,0.192
1896,8,-0.408,0.79,-0.499,0.351,-0.491,0.398,-0.48,0.365,-0.353,0.193
1896,9,-0.699,1.356,-0.522,0.472,-0.468,0.395,-0.483,0.366,-0.352,0.189
1896,10,-0.441,1.003,-0.326,0.596,-0.437,0.407,-0.485,0.37,-0.346,0.188
1896,11,0.053,0.854,-0.166,0.672,-0.418,0.437,-0.495,0.38,-0.345,0.187
1896,12,1.08,0.753,-0.218,0.7,-0.398,0.451,-0.502,0.379,-0.343,0.183
1897,1,-0.349,0.934,-0.271,0.701,-0.369,0.445,-0.513,0.385,-0.348,0.186
1897,2,-0.669,0.9,-0.313,0.751,-0.349,0.455,-0.517,0.384,-0.351,0.186
1897,3,-0.846,0.901,-0.387,0.687,-0.35,0.463,-0.532,0.399,-0.347,0.185
1897,4,0.926,1.808,-0.42,0.642,-0.365,0.476,-0.528,0.393,-0.347,0.186
1897,5,0.639,1.225,-0.485,0.683,-0.358,0.486,-0.514,0.385,-0.347,0.185
1897,6,-0.798,0.851,-0.565,0.686,-0.372,0.484,-0.505,0.381,-0.341,0.181
1897,7,-1.737,1.402,-0.51,0.792,-0.38,0.474,-0.482,0.382,-0.341,0.178
1897,8,-0.918,1.29,-0.431,0.826,-0.371,0.478,-0.479,0.367,-0.348,0.184
1897,9,-1.588,0.739,-0.372,0.916,-0.36,0.474,-0.477,0.376,-0.345,0.182
1897,10,-0.838,0.739,-0.411,0.839,-0.372,0.503,-0.475,0.372,-0.351,0.183
1897,11,-0.722,1.302,-0.537,0.793,-0.372,0.537,-0.456,0.366,-0.35,0.184
1897,12,0.116,0.876,-0.426,0.79,-0.369,0.564,-0.442,0.377,-0.352,0.185
1898,1,0.311,1.721,-0.278,0.773,-0.35,0.577,-0.451,0.382,-0.347,0.185
1898,2,0.283,0.739,-0.219,0.712,-0.348,0.587,-0.434,0.379,-0.351,0.189
1898,3,-0.143,1.761,-0.231,0.697,-0.338,0.604,-0.425,0.373,-0.353,0.188
1898,4,0.469,0.866,-0.302,0.658,-0.337,0.619,-0.422,0.377,-0.35,0.187
1898,5,-0.876,0.632,-0.315,0.611,-0.337,0.61,-0.424,0.378,-0.348,0.186
1898,6,0.533,0.767,-0.341,0.583,-0.348,0.576,-0.409,0.364,-0.343,0.182
1898,7,0.03,1.031,-0.413,0.483,-0.344,0.559,-0.406,0.361,-0.337,0.179
1898,8,-0.21,0.807,-0.432,0.458,-0.354,0.556,-0.391,0.357,-0.339,0.175
1898,9,-1.729,0.671,-0.325,0.381,-0.359,0.577,-0.379,0.346,-0.346,0.168
1898,10,-1.692,0.615,-0.277,0.392,-0.345,0.582,-0.368,0.34,-0.358,0.164
1898,11,-0.871,0.859,-0.141,0.434,-0.332,0.584,-0.35,0.328,-0.364,0.162
1898,12,-0.2,0.657,-0.266,0.445,-0.345,0.585,-0.339,0.327,-0.369,0.164
1899,1,-0.549,0.686,-0.251,0.426,-0.321,0.584,-0.354,0.324,-0.376,0.16
1899,2,0.05,0.939,-0.181,0.433,-0.323,0.582,-0.365,0.328,-0.379,0.16
1899,3,1.146,1.004,-0.068,0.478,-0.325,0.573,-0.367,0.335,-0.386,0.158
1899,4,1.039,0.977,0.06,0.541,-0.332,0.585,-0.369,0.34,-0.395,0.157
1899,5,0.763,1.106,0.157,0.556,-0.356,0.596,-0.379,0.348,-0.403,0.156
1899,6,-0.964,0.814,0.081,0.552,-0.403,0.6,-0.372,0.346,-0.399,0.158
1899,7,0.21,0.925,0.044,0.529,-0.411,0.607,-0.364,0.34,-0.399,0.159
1899,8,0.622,0.896,-0.016,0.564,-0.398,0.608,-0.364,0.34,-0.397,0.159
1899,9,-0.376,0.963,-0.123,0.69,-0.396,0.603,-0.363,0.336,-0.391,0.158
1899,10,-0.144,0.954,-0.289,0.705,-0.41,0.581,-0.374,0.332,-0.393,0.156
1899,11,0.29,1.004,-0.38,0.764,-0.415,0.559,-0.376,0.337,-0.396,0.156
1899,12,-1.111,0.703,-0.332,0.822,-0.392,0.547,-0.381,0.34,-0.409,0.155
1900,1,-0.991,0.653,-0.309,0.827,-0.343,0.532,-0.386,0.336,-0.41,0.156
1900,2,-0.681,0.967,-0.391,0.87,-0.341,0.496,-0.374,0.33,-0.413,0.157
1900,3,-0.136,1.805,-0.412,0.946,-0.328,0.508,-0.38,0.318,-0.415,0.158
1900,4,-0.95,1.207,-0.429,0.977,-0.324,0.5,-0.381,0.332,-0.41,0.161
1900,5,-0.329,1.826,-0.484,0.955,-0.283,0.462,-0.373,0.333,-0.414,0.159
1900,6,-0.392,1.372,-0.386,0.908,-0.269,0.444,-0.366,0.329,-0.405,0.16
1900,7,0.495,0.967,-0.386,0.935,-0.297,0.425,-0.361,0.324,-0.407,0.158
1900,8,-0.363,1.311,-0.39,0.924,-0.293,0.416,-0.358,0.311,-0.402,0.158
1900,9,-0.634,1.723,-0.455,0.825,-0.28,0.392,-0.35,0.303,-0.405,0.156
1900,10,-0.347,1.234,-0.422,0.787,-0.301,0.397,-0.339,0.302,-0.408,0.16
1900,11,-0.366,0.855,-0.436,0.664,-0.304,0.4,-0.337,0.291,-0.41,0.161
1900,12,0.059,0.885,-0.484,0.572,-0.302,0.386,-0.338,0.274,-0.413,0.16
1901,1,-0.992,0.788,-0.495,0.545,-0.313,0.373,-0.341,0.274,-0.411,0.159
1901,2,-0.728,0.928,-0.51,0.498,-0.313,0.362,-0.351,0.263,-0.414,0.16
1901,3,-0.916,1.074,-0.527,0.469,-0.292,0.334,-0.356,0.266,-0.421,0.158
1901,4,-0.549,0.827,-0.568,0.516,-0.269,0.318,-0.347,0.261,-0.423,0.158
1901,5,-0.503,0.559,-0.654,0.607,-0.25,0.296,-0.329,0.251,-0.423,0.158
1901,6,-0.971,0.744,-0.804,0.697,-0.234,0.29,-0.321,0.245,-0.432,0.158
1901,7,0.37,0.696,-0.792,0.719,-0.234,0.291,-0.305,0.23,-0.436,0.157
1901,8,-0.543,0.689,-0.721,0.691,-0.24,0.288,-0.298,0.226,-0.434,0.155
1901,9,-0.836,1.175,-0.703,0.653,-0.266,0.304,-0.296,0.212,-0.436,0.154
1901,10,-0.84,1.703,-0.651,0.616,-0.301,0.301,-0.289,0.206,-0.437,0.152
1901,11,-1.395,1.582,-0.579,0.576,-0.34,0.289,-0.29,0.201,-0.43,0.151
1901,12,-1.745,1.011,-0.454,0.538,-0.346,0.274,-0.301,0.2,-0.424,0.15
1902,1,-0.845,0.99,-0.381,0.49,-0.359,0.268,-0.309,0.204,-0.429,0.151
1902,2,0.118,0.842,-0.404,0.397,-0.379,0.258,-0.31,0.206,-0.429,0.15
1902,3,-0.702,0.635,-0.399,0.392,-0.376,0.243,-0.307,0.205,-0.437,0.151
1902,4,0.086,0.567,-0.382,0.291,-0.383,0.226,-0.317,0.2,-0.436,0.149
1902,5,0.354,0.701,-0.118,0.301,-0.394,0.223,-0.334,0.194,-0.426,0.149
1902,6,0.532,0.706,0.106,0.383,-0.39,0.232,-0.323,0.185,-0.423,0.149
1902,7,1.247,0.773,0.063,0.396,-0.391,0.235,-0.315,0.177,-0.421,0.151
1902,8,-0.826,1.284,0.094,0.428,-0.378,0.223,-0.32,0.171,-0.417,0.149
1902,9,-0.777,1.164,0.206,0.441,-0.401,0.208,-0.303,0.168,-0.422,0.149
